xAcc,yAcc,zAcc,xGyro,yGyro,zGyro,label
2.73,-9.3,-1.08,-8.59,15.73,5.47,fallfr
3.75,-9.2,-0.65,-6.56,41.15,6.6,fallfr
2.05,-10.07,-0.48,-2.69,6.2,9.16,fallfr
2.2,-8.84,0.26,3.56,-15.37,5.6,fallfr
1.42,-7.15,0.44,12.99,9.17,0.11,fallfr
2.01,-3.59,0.17,33.34,30.39,-20.65,fallfr
-0.13,-5.25,0.02,49.32,6.81,-13.38,fallfr
-2.75,-7.68,-0.19,57.53,-47.4,-32.56,fallfr
14.37,-6,-3.63,60.62,-5.22,-133.33,fallfr
9.51,-10.63,10.33,103.92,-64.3,-225.08,fallfr
5.03,-8.09,-5.04,168.76,139.65,-136.45,fallfr
-8.39,5.09,15.51,67.54,108,95.31,fallfr
3.98,-0.49,5.67,47.82,65.24,41.86,fallfr
4.28,-1.06,7.73,-5.33,-45.37,-9.91,fallfr
7.19,-0.87,5.48,-2.38,-18.05,-7.11,fallfr
4.59,-1.03,6.6,-2.11,-26.4,-12.73,fallfr
7.45,-0.58,5.43,-8.52,-28.05,8.25,fallfr
7.17,-1.57,6.2,-4.4,15.97,64.1,fallfr
1.11,1.07,6.77,-24.69,-113.41,45.17,fallfr
5.27,-1.16,6.62,-45.79,-13.28,19.82,fallfr
6.33,-2.81,3.33,-11.73,14.67,27.21,fallfr
4.67,-3.59,3.25,5.17,-33.37,-31.33,fallfr
8.13,-5.57,0.83,77.9,57,-64.41,fallfr
4.63,-2.64,5.89,-46.38,-110.58,-66.18,fallfr
8.5,-2.31,4.56,21.34,4.44,-32.26,fallfr
6.68,0.4,2.71,0.34,-16.38,-24.18,fallfr
10.29,-1.64,4.82,-5.98,-7.69,-4.69,fallfr
7.32,0.01,3.33,-4.18,24.86,7.13,fallfr
7.45,0.01,4.16,-5.6,15.19,17.06,fallfr
8.12,-0.48,4.96,-2,-14.32,-13.6,fallfr
7.51,-0.85,4.4,-0.54,5.57,15.71,fallfr
7.62,-0.97,3.67,-3.46,-9.45,-5.18,fallfr
8.77,-0.14,3.95,-4.21,-6.57,-3.49,fallfr
9.61,0.27,3.56,-3.37,-3.74,-0.43,fallfr
8.25,-0.55,3.71,-3.13,-5.18,-1.09,fallfr
8.26,-0.69,3.74,-1.15,2.34,0.66,fallfr
8.48,-0.48,4.11,-2.49,-0.21,0.16,fallfr
7.92,-0.66,4.1,-1.82,1.64,3.61,fallfr
7.68,-0.79,3.96,-1.19,0.44,-1.18,fallfr
7.84,-0.58,4.35,-2.44,-2.67,0.22,fallfr
8.77,-0.36,4.21,-3.13,-3.98,-0.29,fallfr
8.43,-0.8,3.78,-5.37,-7.02,1.92,fallfr
7.81,-0.6,3.83,-2.31,-1.24,-0.91,fallfr
8.01,-0.64,4.13,-2.08,-2.59,-1.71,fallfr
8.43,-0.35,3.36,-3.71,-4.47,-2.27,fallfr
8.19,-1.02,3.93,-3.63,-1.72,-0.4,fallfr
8.76,-0.38,3.53,-7.72,-15.21,-3.53,fallfr
7.86,-1.16,3.43,-6.58,-8.57,-5.05,fallfr
8.15,-0.55,3.31,-9.9,-18.09,-13.16,fallfr
8.62,-0.15,3.43,-4.88,-1.71,0.2,fallfr
9.08,-0.02,3.22,-2.83,-1.85,-2.05,fallfr
8.13,-0.95,3.73,-6.15,-9.53,-3.53,fallfr
7.6,-1.12,3.13,-4.62,-2.01,1.08,fallfr
7.96,-0.8,3.03,-5.59,-6.47,-5.02,fallfr
9.63,0.36,3.28,-3.02,-7.65,1.5,fallfr
8.5,-0.29,2,-3.15,-0.85,8.05,fallfr
9.14,0.06,2.95,-1.79,4.55,-3.42,fallfr
8.87,0.41,3.42,-2.39,-0.74,4.03,fallfr
7.81,-0.85,3.09,-3.15,-1.11,5.88,fallfr
9.16,-0.33,2.26,-3.45,-4.59,-2.54,fallfr
9.62,0.96,3.17,-1.02,-0.4,-2.08,fallfr
9.44,0.55,2.57,-2.84,1.31,6.39,fallfr
8.08,-0.41,3.46,-2.38,-0.11,0.78,fallfr
8.74,-0.51,2.86,-1.9,-0.91,-4.37,fallfr
9.28,0.48,3.34,-2,-0.8,-0.56,fallfr
8.26,0.17,3.23,-3.55,-2.84,3.64,fallfr
8.46,-0.5,3.21,-3.14,-7.66,-4.32,fallfr
9.26,0.43,2.78,-5.47,-13.16,-2.98,fallfr
8.74,0.15,2.53,-3.19,3.83,6.42,fallfr
9.16,0.44,3.11,-2.28,2.02,3.18,fallfr
8.76,-0.17,3.1,-2.73,-1.19,1.31,fallfr
8.36,-0.36,2.94,-2.4,-2.15,-3.15,fallfr
9.29,0.22,3.03,-2.43,0.71,1.39,fallfr
8.63,-0.18,2.88,-3.32,-0.37,3.47,fallfr
8.96,0.1,3.28,-2.82,-4.09,-3.08,fallfr
8.81,-0.08,2.88,-2.76,-2.87,-0.08,fallfr
8.47,-0.34,3.07,-2.97,-0.52,-0.42,fallfr
8.82,-0.04,2.94,-3.11,-3.91,1.01,fallfr
8.98,-0.01,2.75,-2.64,-1.43,0.89,fallfr
8.98,-0.01,3.07,-2.35,0.6,1.17,fallfr
8.5,-0.22,3.01,-2.14,-3.11,-3.72,fallfr
8.72,-0.15,2.67,-2.75,-1.93,0.73,fallfr
9.25,0.08,3.09,-2.8,-1.18,-0.72,fallfr
8.84,0.11,2.88,-2.85,-0.22,2.24,fallfr
9.02,0.17,2.97,-2.62,-2.94,-1.98,fallfr
9.15,-0.04,2.9,-3.48,-5.77,-1.45,fallfr
9.07,0.22,2.61,-2.36,-2.02,1.05,fallfr
8.81,0.04,3.08,-2.64,-1.59,-0.69,fallfr
8.63,-0.04,3.12,-3.11,-2.69,1.8,fallfr
2.08,-9.71,-0.33,-5.65,-3.56,2.87,fallfr
1.79,-9.87,0.06,-6.91,6.95,3.69,fallfr
1.78,-9.59,0.66,-8.26,-5.4,1.66,fallfr
2.11,-9.54,0.2,-3.13,35.88,19.22,fallfr
1.91,-9.97,-0.16,-3.92,20.9,9.18,fallfr
1.8,-9.54,-0.32,-10.79,4.6,7.43,fallfr
1.45,-7.97,-0.02,-4.04,22.45,12.42,fallfr
0.83,-9.16,0.09,8.53,19.63,1.09,fallfr
1.24,-8.76,0.48,15.24,21.19,-9.26,fallfr
1.12,-8.87,1.34,21.19,15.39,-7.27,fallfr
0.39,-9.43,1.85,14.76,-11.48,19.46,fallfr
1.66,-9.36,1.25,27.9,12.66,24.6,fallfr
0.32,-4.92,1.18,32.72,-41.37,-14.97,fallfr
-3.18,-11.86,-0.41,35.49,-113.43,-82.81,fallfr
5.64,-18.24,0.57,31.34,-63.61,-125.4,fallfr
4.78,-12.77,7.4,133.75,-233.43,-196.49,fallfr
-9.85,-4.38,13.93,145.02,121.37,-117.41,fallfr
9.66,-1.16,2.26,21.53,-41.23,-62.66,fallfr
6.53,-1.25,2.57,0.15,-41.83,-20.8,fallfr
7.08,-0.48,3.51,0.85,-26.48,-25.65,fallfr
8.12,-0.67,5.08,-0.85,7.57,1.9,fallfr
8.03,-0.84,5.52,-0.98,-0.4,-14.55,fallfr
8.17,-0.38,3.79,-2.27,2.24,0.67,fallfr
8.81,-0.08,2.68,-3.81,26.72,0.53,fallfr
8.63,-0.03,3.3,-4.98,-0.94,4.52,fallfr
8.52,-0.08,3.54,-4.64,2.38,5.05,fallfr
8.16,-0.33,3.94,-5.04,-12.89,-0.24,fallfr
7.79,-0.75,4.18,-2.67,-12.05,-3.02,fallfr
7.68,-0.76,4.85,-5.75,-14.08,1.08,fallfr
7.98,-0.74,3.83,-1.82,-0.8,0.31,fallfr
8.37,-0.55,3.63,-1.9,1.11,2.39,fallfr
8.6,-0.35,3.15,-1.21,9.06,1.44,fallfr
8.23,-0.57,3.96,-2.98,-9.34,-2.24,fallfr
8.22,-0.31,4.02,-2.76,-6.1,-0.88,fallfr
8.51,-0.37,3.62,-1.84,1.58,-0.29,fallfr
8.4,-0.31,3.6,-2.26,-1.27,-0.04,fallfr
8.04,-0.85,4.4,-1.85,-9.04,-4.62,fallfr
7.65,-0.45,3.7,1.51,-2.93,-6.63,fallfr
7.86,-0.27,4.42,-1.04,6.8,3.15,fallfr
7.9,-0.43,4.14,-3.26,-22.08,-11.47,fallfr
8.05,0.33,1.44,-0.28,12.04,1.2,fallfr
8.08,-0.36,5.51,-6.45,5.32,5.33,fallfr
8.37,0.13,3.68,2.09,-18.69,-12.71,fallfr
7.87,0.4,3.97,-1.25,-13.19,-10.95,fallfr
8.24,0.04,3.39,-1.74,-5.44,-5.13,fallfr
8.83,1.07,2.92,-6.16,28.31,13.94,fallfr
6.94,-0.69,5.19,-2.5,3.32,0.47,fallfr
7.42,-0.53,4.04,2.13,-18.47,-10.67,fallfr
6.96,-0.04,3.17,-0.79,-30.87,-14.43,fallfr
9.31,1.07,2.85,-4.56,3.93,0.95,fallfr
8.2,0.37,4.21,-4.38,8.77,11.15,fallfr
7.86,-0.42,4.34,-2.62,-4.05,-0.74,fallfr
7.81,-0.16,3.46,-3.31,-5.4,0.49,fallfr
8.4,-0.1,3.58,-4.02,0.07,2.99,fallfr
8.76,0.11,3.06,-3.11,-4.13,0.82,fallfr
8.85,0.31,3.42,-4.31,-22.29,-2.85,fallfr
8.01,-0.22,3.18,-3.18,-4.66,-1.86,fallfr
8.42,-0.39,3.34,-2.51,-3.81,0.46,fallfr
8.45,-0.08,3.44,-3.1,-0.77,0.85,fallfr
8.52,-0.27,3.3,-2.27,-1.58,-0.14,fallfr
8.65,0.05,3.31,-1.91,0.76,-1.46,fallfr
8.66,-0.08,3.18,-3.07,1.56,1.12,fallfr
8.58,0.17,3.54,-4.24,3.39,4.89,fallfr
8.8,-0.2,3.3,-4.38,5.98,4.44,fallfr
8.51,-0.28,3.8,-1.88,-1.22,1.76,fallfr
8.49,-0.1,3.7,-2.79,-1.26,0.11,fallfr
8.36,-0.21,3.66,-2.64,-7.24,-1.48,fallfr
8.29,-0.39,3.57,-3.03,1.66,1.95,fallfr
8.49,-0.26,3.72,-0.79,7.87,2.72,fallfr
7.24,-0.95,5.64,-8.02,2.7,-41.4,fallfr
8.01,-0.29,3.64,-4.53,56.21,21.43,fallfr
8.83,0.23,4.12,-1.25,11.07,-4.01,fallfr
6.65,0.37,4.77,-1.83,-10.63,-7.5,fallfr
7.66,-0.87,4.09,2.88,-5.9,-10.82,fallfr
8.55,0.66,4.31,-3.47,-10.11,-0.48,fallfr
8.28,-0.69,4.47,-1.73,2.96,7.15,fallfr
7.89,0.04,4.2,-1.08,-5.29,-8.08,fallfr
8.37,0.91,4.11,-5.36,-5.38,2.43,fallfr
7.83,-0.17,4.54,-2.27,2.1,5.1,fallfr
7.04,-1.81,4.48,-3.42,-2.78,19.3,fallfr
8.65,-0.6,2.7,-7.69,1.76,10.89,fallfr
9.37,-0.62,5.34,-1.95,38.34,33.85,fallfr
5.24,-2.09,3.71,6.88,5.86,-14.22,fallfr
10.14,0.98,3.11,-11.21,5.76,30.4,fallfr
8.29,-0.23,2.68,1.25,-3.15,-9.55,fallfr
8.93,0.07,4.85,-1.69,-17.06,-11.53,fallfr
7.59,0.45,2.8,-2.89,-13.35,3.24,fallfr
9.37,0.36,4.15,-2.89,-5.06,-0.18,fallfr
8.76,0.75,3.95,-4.98,-4.79,0.39,fallfr
8.27,0.29,4.53,-1.13,-28.92,-8.44,fallfr
8.42,0.19,3.79,-2.24,0.85,-2.98,fallfr
8.2,0.15,3.34,-5,-0.87,2.13,fallfr
7.88,-0.1,3.2,-2.95,-4.11,-1.18,fallfr
8.83,-0.05,3.76,-1.55,-10.92,-1.66,fallfr
7.85,-0.25,3.55,-1.42,1.04,-1.44,fallfr
8.78,0.19,3.36,-3.45,-3.31,-0.4,fallfr
3.01,-9.46,-1.06,-1.25,-0.01,-3.44,fallfr
2.68,-9.75,-0.65,-2.03,-6.61,1.73,fallfr
2.71,-9.5,-0.44,-1.05,3.21,1.27,fallfr
3.68,-9.25,-1.05,-3.23,18.14,-6.98,fallfr
3.67,-9.25,-0.41,-1.45,-13.64,1.08,fallfr
3.49,-9.03,-0.38,-7.14,18.35,-2.81,fallfr
3.1,-8.92,-0.66,-5.6,11.31,-3.07,fallfr
3.41,-8.71,-0.4,5.34,20.6,-14.89,fallfr
4.05,-9.72,-0.85,-11.1,16,4.09,fallfr
2.76,-9.44,-0.61,-7.77,16.11,-7.5,fallfr
3.01,-8.57,-0.02,-8.34,9.6,-5.6,fallfr
2.5,-7.96,0.56,3.51,23.63,-11.98,fallfr
4.3,-5.06,2.43,7.1,83.91,-30.07,fallfr
2.16,-6.95,2.07,89.53,68.53,-28.17,fallfr
3.33,-7.15,-0.39,71.79,-24.83,0.96,fallfr
1.6,-10.63,-0.17,105.39,-77.28,-139,fallfr
5.67,-19.51,1.6,76.27,-187.84,-187.9,fallfr
11.29,-11.24,12.93,220.47,-247.88,-162.05,fallfr
8.91,3.56,6.19,2.16,49.01,-71.95,fallfr
5.8,0.17,4.69,36.21,74.91,27.08,fallfr
9.11,0.06,5,5.55,6.2,-4.96,fallfr
7.65,0.23,4.9,-6.6,-18.43,-5.18,fallfr
8.38,0.16,4.54,0.59,6.62,-6.27,fallfr
7.04,0.79,5.17,-8.44,-24.23,-11.8,fallfr
7.66,0.39,4.9,-13.74,-31.81,-0.39,fallfr
7.65,1.02,4.07,-4.11,-11.82,-3.91,fallfr
8.31,0.91,3.7,-6.9,-5.76,-8.08,fallfr
8.54,0.69,4.09,-2.57,2.39,-0.98,fallfr
7.85,0.29,4.33,-1.29,7.76,4.02,fallfr
8.2,0.63,3.58,-2.79,1.66,-0.6,fallfr
8.22,0.91,3.66,-8.62,-5.55,0.92,fallfr
8.21,0.59,3.88,-1.95,-1.3,-1.48,fallfr
8.17,0.36,3.47,-3.16,-4.76,-0.96,fallfr
8.69,0.44,3.47,-1.07,8.92,3.08,fallfr
8.32,0.45,3.67,0.39,1.66,2,fallfr
8.64,0.57,3.22,-2.62,3.39,-0.31,fallfr
7.95,0.58,3.92,-3.66,-1.56,3.14,fallfr
8.18,0.25,3.54,-3.44,1.27,2.76,fallfr
8.28,0.15,3.64,-3.05,-4.28,1.56,fallfr
8.5,0.34,3.67,-3.04,-5.61,-0.24,fallfr
8.34,0.21,3.96,-4.73,-5.35,0.65,fallfr
9.08,0.63,3.03,0.08,-14.96,-3.93,fallfr
8.97,0.44,3.02,-1.73,-2.38,-2.26,fallfr
8.74,0.51,3.26,-2.6,-2.97,-0.08,fallfr
8.51,0.41,3.47,-2.61,-23.63,-1.52,fallfr
8.57,0.22,2.83,-1.79,-4.42,0.02,fallfr
9.16,0.57,2.74,0.49,-0.67,-0.66,fallfr
8.48,0.68,3.36,1.06,4.22,2.76,fallfr
8.43,0.5,3.34,-2.73,-5.4,1.26,fallfr
8.76,0.11,2.74,5.42,12.24,0.57,fallfr
8.97,0.71,2.59,-2.27,-16.43,-0.9,fallfr
8.67,1.05,2.79,-7.15,-16.14,-4.27,fallfr
8.98,0.53,2.94,-3.25,-6.93,-2.92,fallfr
8.82,1.05,3.88,2.23,18.24,-15.17,fallfr
8.17,0.19,2.93,-1.23,-1.15,-0.76,fallfr
9.09,0.88,2.85,-2.82,-5.14,-2.98,fallfr
9.08,1.27,2.73,-1.63,14.6,2.63,fallfr
8.74,0.59,3.14,-5.48,-5.59,-0.02,fallfr
9.16,0.87,2.43,-3.6,-0.73,-3.95,fallfr
9.07,1.28,3.04,-3.51,-0.89,-0.08,fallfr
8.12,0.1,2.91,-5.04,-9.32,0.37,fallfr
9.51,1.01,2.52,-4.19,-15.71,-12.79,fallfr
8.98,0.76,2.3,-4.16,-6.24,6.39,fallfr
8.68,0.56,2.67,-1.73,-1.72,-9.56,fallfr
9.25,2.03,3.11,-1.64,-4.36,-2.51,fallfr
8.95,1.14,2.69,-3.82,-1.01,6.15,fallfr
8.85,0.6,2.63,-1.64,-4.71,-5.15,fallfr
9.48,1.83,2.45,-2.18,-3.61,-0.98,fallfr
8.61,0.63,2.85,-3.01,0.58,3.53,fallfr
8.78,1.38,3.51,-1.52,3.02,-5.79,fallfr
8.64,0.93,2.81,-3.51,-6.35,2.73,fallfr
9.05,0.81,2.45,-2.6,0.59,-1.96,fallfr
9.33,1.44,2.41,-3.98,0.66,0.53,fallfr
8.72,0.87,2.81,-2.78,-0.56,-6.13,fallfr
9.17,1.41,2.66,-2.49,4.69,0.6,fallfr
8.64,0.64,2.59,-2.93,-0.21,2.12,fallfr
8.99,1.12,2.71,-2.62,2.09,-2.28,fallfr
8.62,0.66,2.81,-4.02,-3.8,5.68,fallfr
8.85,0.85,2.48,-1.18,-4.34,-6.59,fallfr
9.45,1.31,2.3,-2.81,-6.07,1.81,fallfr
8.53,0.38,2.57,-2.58,1.2,1.11,fallfr
8.48,0.3,2.83,-2.84,6.63,3.64,fallfr
8.95,1.25,2.78,-2.38,-5.71,-0.75,fallfr
8.92,1.04,2.55,-2.77,2.74,2.66,fallfr
9.07,1.34,2.72,-1.97,-2.4,-0.68,fallfr
8.53,0.69,2.77,-2.61,0.6,1.13,fallfr
8.8,0.82,2.61,-2.41,-5.06,-0.97,fallfr
9.06,1.38,2.82,-2.6,-2.96,0.75,fallfr
8.86,0.78,2.51,-3.89,-6.37,1.85,fallfr
8.74,0.75,2.39,-2.95,-0.62,-1.18,fallfr
9.07,1.14,2.52,-3.04,-0.55,1.5,fallfr
8.89,1.03,2.88,-2.49,-1.89,-2.85,fallfr
9.11,1.54,2.6,-2.13,-1.49,-1.83,fallfr
8.88,1.29,3.01,-3.44,0.36,4.34,fallfr
8.88,0.8,2.55,-1.52,-4.56,-7.85,fallfr
9.32,1.58,2.62,-3.18,-0.18,2.26,fallfr
2.91,-9.79,0.82,-4.21,-1.6,-3.37,fallfr
2.93,-10.88,0.1,0.89,13.87,-9.84,fallfr
3.85,-8.84,0.06,15.63,18.57,-26.42,fallfr
4.3,-8.53,0.4,5.02,-5.72,-14.82,fallfr
3.86,-8.75,0.57,-5.5,7.46,-9.4,fallfr
3.69,-8.67,0.56,-4.97,8.34,0.11,fallfr
4.02,-8.71,0.61,-9.46,2.2,5.92,fallfr
3.38,-8.6,0.93,-0.8,12.99,-2.31,fallfr
3.83,-8.73,1.21,16.45,-19.35,4.12,fallfr
2.86,-8.47,1.46,18.56,15.8,-12.48,fallfr
3.33,-4.83,1.46,27.41,83.79,-19.23,fallfr
3.2,-4.06,0.63,46.37,-24.18,-56.66,fallfr
3.33,-6.55,1.03,41.84,2.11,-29.35,fallfr
2.79,-9.55,0.96,62.6,-10.81,-137.07,fallfr
10.89,-14.06,-1.14,-82.96,4.05,-181.55,fallfr
5.28,3.78,15.18,65.79,149.46,33.33,fallfr
0.32,0.56,15.1,157.18,250.13,32.92,fallfr
5.31,-1.56,6.5,14.84,15.26,-16.4,fallfr
4.05,0.98,8.13,38.52,-28.21,6.41,fallfr
3.06,1.97,7.62,2.89,-4.56,12.85,fallfr
3.23,1.15,7.49,4.75,17.66,23.73,fallfr
2.44,1.16,7.88,-3.69,14.72,25.62,fallfr
2.5,0.89,8.2,-25.54,-23.86,28.01,fallfr
5.22,-0.03,7.74,8.2,-28.15,21.32,fallfr
2.21,2.17,7.95,2.94,-19.07,-5.36,fallfr
5.37,1.12,6.77,10.03,-47.31,-29.39,fallfr
6.31,2.24,6.95,-11.92,-84.57,-38.41,fallfr
5.02,1.37,5.94,-9.36,-25.36,-27.67,fallfr
8.39,2.66,4.42,-7.08,-2.03,7.08,fallfr
6.07,1.6,5.85,-4.24,-19.28,-3.16,fallfr
5.98,1.6,6.01,-2.64,2.23,-0.87,fallfr
6.49,1.45,5.55,-2.5,-1.51,4.93,fallfr
6.37,1.67,5.7,-2.15,-0.84,-1.49,fallfr
6.32,1.61,5.8,-2.91,-0.93,-0.15,fallfr
6.36,1.61,5.79,-2.8,-4.64,-1.69,fallfr
6.41,1.58,5.83,-2.52,-1.92,-0.34,fallfr
6.51,1.65,5.71,-2.76,-0.89,-0.11,fallfr
6.37,1.58,5.76,-2.74,-2.78,-0.66,fallfr
6.45,1.63,5.69,-2.95,-2.97,-1.24,fallfr
6.31,1.6,5.77,-2.61,-1.92,-0.92,fallfr
6.37,1.55,5.69,-2.56,-2.26,-0.35,fallfr
6.41,1.67,5.83,-2.81,-6.18,-3.11,fallfr
6.31,1.65,5.78,-2.28,-2.42,-2.69,fallfr
6.66,1.72,5.58,-2.8,-0.74,0.2,fallfr
6.69,1.73,5.71,-3.18,0.45,1.45,fallfr
6.48,1.61,5.69,-2.72,-0.41,2.11,fallfr
6.47,1.53,5.73,-2.71,-1.23,-0.24,fallfr
6.56,1.63,5.67,-2.6,-1.28,-0.24,fallfr
6.39,1.62,5.79,-2.68,-1.14,0.1,fallfr
6.44,1.68,5.66,-2.6,-0.92,0.76,fallfr
6.28,1.58,5.84,-2.75,-0.1,1.59,fallfr
6.46,1.76,5.61,-2.92,-2.74,-1.44,fallfr
6.47,1.19,5.72,-2.92,-5.15,-0.59,fallfr
6.46,1.7,5.68,-2.64,-0.31,1.8,fallfr
6.44,1.6,5.76,-2.45,-1.59,-1.15,fallfr
6.58,1.71,5.68,-2.96,-3.76,-1.76,fallfr
6.36,1.56,5.64,-2.51,-2.09,-0.54,fallfr
6.45,1.5,5.61,-2.64,-0.92,-0.04,fallfr
6.43,1.58,5.63,-2.21,-0.13,0.6,fallfr
6.42,1.63,5.65,-2.46,-1.46,0.18,fallfr
6.47,1.63,5.66,-2.45,-1.34,-0.52,fallfr
6.53,1.67,5.63,-2.34,-1.15,0.48,fallfr
6.42,1.6,5.72,-2.41,-0.94,0.08,fallfr
6.47,1.63,5.65,-2.54,-1.35,-0.3,fallfr
6.43,1.62,5.73,-2.38,-1.96,-0.35,fallfr
6.5,1.59,5.63,-2.44,-1.77,-0.41,fallfr
6.44,1.61,5.63,-2.29,-1.4,0.08,fallfr
6.5,1.59,5.7,-2.73,-0.67,0.87,fallfr
6.47,1.61,5.72,-2.66,-0.69,0.08,fallfr
6.54,1.65,5.71,-2.48,-1.27,-0.2,fallfr
6.51,1.66,5.57,-2.75,-1.29,-0.02,fallfr
6.49,1.67,5.68,-2.36,-1.31,0.09,fallfr
6.47,1.73,5.71,-2.29,-1.98,-1.22,fallfr
6.37,1.62,5.67,-2.57,-3.24,-1.89,fallfr
6.43,1.68,5.64,-2.6,-0.67,1.37,fallfr
6.41,1.59,5.7,-2.31,-2.1,-0.61,fallfr
6.55,1.65,5.68,-2.2,-2.4,-1.17,fallfr
6.43,1.58,5.76,-2.33,-1.33,-0.12,fallfr
6.48,1.57,5.7,-2.35,-1.41,0.26,fallfr
6.52,1.68,5.6,-2.53,-0.5,0.34,fallfr
6.48,1.63,5.67,-2.63,-0.97,-0.4,fallfr
6.38,1.58,5.71,-2.66,-1.34,0.78,fallfr
6.46,1.64,5.68,-2.46,-1.18,0.21,fallfr
6.44,1.6,5.73,-2.64,-1.57,0.07,fallfr
6.44,1.57,5.66,-2.44,-1.95,-0.72,fallfr
6.42,1.58,5.71,-2.25,-1.18,-0.47,fallfr
6.54,1.69,5.69,-2.76,-1.85,0.25,fallfr
6.5,1.69,5.6,-2.76,-0.74,0.21,fallfr
6.5,1.66,5.63,-2.76,0.08,0.85,fallfr
6.42,1.67,5.65,-3.08,-5.75,-4.4,fallfr
6.34,1.59,5.67,-2.63,-2.98,-0.41,fallfr
6.56,1.68,5.6,-2.75,-1.32,0.41,fallfr
6.33,1.55,5.71,-2.2,-1.65,-1.08,fallfr
6.45,1.65,5.68,-2.56,-1.63,0.47,fallfr
6.58,1.72,5.79,-2.65,-1.14,0.25,fallfr
6.48,1.62,5.63,-2.07,1.08,0.24,fallfr
2.6,-10,-0.84,-3.51,1.27,1.71,fallfr
2.41,-9.97,-0.48,-4.12,2.34,-1.63,fallfr
2.91,-9.46,-0.22,-11.65,45.75,-13.15,fallfr
3.1,-9.33,-0.21,2.21,14.3,-9.6,fallfr
3.27,-9.29,-0.06,0.13,5.36,3.91,fallfr
3.04,-9.47,-0.19,-2.07,22.25,6.98,fallfr
2.78,-9.3,-0.28,0.81,7.37,8.16,fallfr
2.85,-8.64,0.22,7.34,11.92,-11.97,fallfr
2.89,-7.72,0.71,11.23,17.16,-11.6,fallfr
4.22,-6.41,1.33,21.01,12.07,-37.53,fallfr
5.93,-5.33,0.78,36.9,37.22,-48.52,fallfr
2.08,-5.34,-0.06,45.56,67.07,-69.27,fallfr
3.06,-5.94,1.94,71.19,46.2,-122.82,fallfr
12.61,-6.31,1.57,32.6,-18.98,-88.92,fallfr
15.26,-19.61,19.61,92.02,66.68,-187.34,fallfr
15.68,0.94,6.58,87.42,113.61,-171.46,fallfr
4.9,3.23,4.1,-26.36,35.54,78.08,fallfr
6.22,1.38,5.3,6.89,9.54,9.17,fallfr
5.94,1.29,5.64,1.22,-1.34,2.33,fallfr
6.15,2.12,5.92,2.43,-6,-6.08,fallfr
4.09,0.74,6.94,15.58,25.5,21.79,fallfr
6.26,2.63,5.26,7.86,-32.37,-24.7,fallfr
6.94,2.56,5.71,0.21,-21.53,-19.74,fallfr
5.95,2.15,5.83,-5.05,0.62,-0.67,fallfr
6.43,2.41,5.52,-4.15,-8.62,-10.19,fallfr
7.39,3.11,4.95,-1.77,-8.63,-2.82,fallfr
7.26,3.09,4.67,-3.2,4.02,1.27,fallfr
7.03,2.89,4.9,-2.97,0.99,1.48,fallfr
6.46,2.46,5.05,-3.4,-3.21,-0.81,fallfr
7.86,2.96,4.65,-10.73,10.93,-1.38,fallfr
7.35,2.88,4.85,-3.15,-9.35,0.52,fallfr
6.76,2.59,5,-1.87,-5.49,-0.6,fallfr
6.71,2.53,5.06,-1.64,-3.79,-0.04,fallfr
7.08,2.65,4.8,-1.09,-2.14,1.53,fallfr
6.95,2.68,4.97,-4.77,1.57,1.43,fallfr
6.73,2.57,5.24,-1.34,-9.79,-8.73,fallfr
6.79,2.66,5.18,-2.54,-7.27,-2.7,fallfr
7.15,2.9,4.85,-1.1,-7.44,-4.24,fallfr
6.74,2.75,4.91,-2.44,-6.08,-1.86,fallfr
6.92,2.78,4.79,-2.81,-1.11,-0.38,fallfr
7.02,2.86,4.81,-2.48,-1.44,0.2,fallfr
6.71,2.59,4.83,-2.41,-4.25,-2.31,fallfr
7.09,2.86,4.56,-1.37,-7.69,-3.92,fallfr
6.99,2.79,4.71,-2.17,-4.75,-2.02,fallfr
6.85,2.93,4.82,-2.56,-2.82,-1.55,fallfr
7.09,2.95,4.68,-2.27,-3.56,-1.62,fallfr
7.1,2.94,4.61,-3.18,-0.58,-0.11,fallfr
6.85,2.91,5.05,-3.89,-1.18,-0.87,fallfr
6.9,2.87,4.69,-2.78,-3.24,-0.21,fallfr
7.09,2.93,4.53,-2.69,-2.83,-0.92,fallfr
6.95,2.97,4.72,-2.85,-1.77,-0.21,fallfr
7.09,2.8,4.58,-1.44,0.06,-3.12,fallfr
7.12,3.01,4.75,-0.92,10.34,-0.62,fallfr
6.09,2.7,6.09,-5.05,1.69,1.95,fallfr
6.18,2.68,5.48,-5.72,3.79,16.17,fallfr
5.94,3.07,4.34,-4.56,-2.37,-3.63,fallfr
6.49,1.88,4.42,1.39,-16.55,-9.92,fallfr
5.87,2.53,4.61,3.25,4.05,-25.15,fallfr
6.63,4.44,5.19,-5.32,15.05,18.47,fallfr
3.11,2.54,7.76,-23.02,45.11,37.27,fallfr
5.95,2.95,4.79,-9.01,13.68,20.39,fallfr
7.36,3.95,4.69,-3.58,8.79,-7.24,fallfr
7.11,4.06,4.94,-6.82,12.65,7.36,fallfr
5.92,2.49,5.32,-3.24,-9.91,-1.82,fallfr
6.09,2.62,5.09,-3.01,-9.33,-1.04,fallfr
6.25,2.98,5.49,-2.69,-2.45,-4.32,fallfr
